tag,table,run,query_id,query_label,engine_ms,bytes_scanned,rows_returned,status,execution_id
baseline,transactions_baseline,2,Q01,Total spend by merchant category (full scan test),831,18926568,0,SUCCEEDED,5c8b231e-71ef-4064-881a-10ff061f3649
baseline,transactions_baseline,2,Q02,Fraud rate by region and category,921,4678248,0,SUCCEEDED,7ebec6fa-54ef-45a8-826f-c69d68dfa45e
baseline,transactions_baseline,2,Q03,High-value transactions in travel category,1400,81284832,0,SUCCEEDED,27d864b4-3ecc-4080-9d71-6db7096e69ec
baseline,transactions_baseline,2,Q04,Monthly transaction volume (retail only),,,,ERROR,
baseline,transactions_baseline,2,Q05,Average transaction size by card type and channel (dining),1294,21484924,0,SUCCEEDED,d8ce70bf-68d3-47d9-ae9b-5fbc303b2336
baseline,transactions_baseline,2,Q06,Fraud detection — suspicious high-amount online transactions,1643,60344205,0,SUCCEEDED,8b7c923e-fa09-40d5-af9a-efc145a22fe3
baseline,transactions_baseline,2,Q07,Region comparison for utilities spend,1498,20835443,0,SUCCEEDED,57a42cba-d2b0-4e98-8fc3-c7fc93474d18
baseline,transactions_baseline,2,Q08,Customer segmentation by account age (healthcare),936,27771307,0,SUCCEEDED,d87b5365-32c4-4816-adf5-eb331b7e3e32
baseline,transactions_baseline,2,Q09,Currency distribution for entertainment,961,20204337,0,SUCCEEDED,8c688583-0a70-4f16-ab87-a08b64a37f93
baseline,transactions_baseline,2,Q10,Top merchants by transaction volume (groceries),1032,31282317,0,SUCCEEDED,5cbc0204-36fb-4cd3-9134-a77338474fbf
baseline,transactions_baseline,2,Q11,Multi-category fraud pattern,900,4678248,0,SUCCEEDED,d051eb2e-8441-409f-87d2-b87c3bd52209
baseline,transactions_baseline,2,Q12,ATM transaction analysis,1181,22118157,0,SUCCEEDED,3ca08d76-6869-4a9a-a332-823768083747
baseline,transactions_baseline,2,Q13,High-value customer analysis (travel + healthcare),1015,58404312,0,SUCCEEDED,10e813af-5766-4990-b6ee-eedd107d096b
baseline,transactions_baseline,2,Q14,Daily transaction trend for online category,,,,ERROR,
baseline,transactions_baseline,2,Q15,Prepaid card usage patterns,1057,20210760,0,SUCCEEDED,ca84534b-8992-4be0-a635-83dae4f5f6f5
baseline,transactions_baseline,2,Q16,Cross-region spend comparison (entertainment),1142,60313187,0,SUCCEEDED,633462b5-339d-4d4f-b5c2-b73f0243af6f
baseline,transactions_baseline,2,Q17,Fraud risk score by channel (financial category),951,4047677,0,SUCCEEDED,ff4a6afa-6807-45fa-8491-de318a4a4f3f
baseline,transactions_baseline,2,Q18,EUR transactions analysis,2899,20208207,0,SUCCEEDED,3609eb57-e556-42ca-8e47-52dfc3174542
baseline,transactions_baseline,2,Q19,New customer transaction patterns,1016,30365475,0,SUCCEEDED,f00a705e-88cd-43ed-8841-f02dd75dd1e7
baseline,transactions_baseline,2,Q20,Large transaction fraud check (multi-category),1277,26699028,0,SUCCEEDED,c3532ce6-a14a-4964-a65c-4dec8448afa1
baseline,transactions_baseline,2,Q21,Monthly fraud trend (dining),,,,ERROR,
baseline,transactions_baseline,2,Q22,AP region high-value retail,5325,67737549,0,SUCCEEDED,b9980769-13e1-4461-b460-829558bbddd3
baseline,transactions_baseline,2,Q23,Channel efficiency for groceries,,,,ERROR,
baseline,transactions_baseline,2,Q24,Debit card category spend distribution,865,20198850,0,SUCCEEDED,231a5ba7-62fe-4759-a978-f843979bd015
baseline,transactions_baseline,2,Q25,"Combined fraud and spend summary (all categories, for baseline comparison)",1250,19133470,0,SUCCEEDED,1b677b9a-3e5f-47c9-b6be-0d9ea3f419e3
baseline,transactions_baseline,3,Q01,Total spend by merchant category (full scan test),1328,18926568,0,SUCCEEDED,0eac2cd4-61a4-4aec-857a-ced8edac4d97
baseline,transactions_baseline,3,Q02,Fraud rate by region and category,888,4678248,0,SUCCEEDED,18484b79-f2cb-4952-88ec-329c2b4b8326
baseline,transactions_baseline,3,Q03,High-value transactions in travel category,1117,81284832,0,SUCCEEDED,11b7094c-157f-47f3-8640-6f43d00a2429
baseline,transactions_baseline,3,Q04,Monthly transaction volume (retail only),,,,ERROR,
baseline,transactions_baseline,3,Q05,Average transaction size by card type and channel (dining),1018,21484924,0,SUCCEEDED,46324ac1-ffa7-4b70-b62c-b98bbb6e151f
baseline,transactions_baseline,3,Q06,Fraud detection — suspicious high-amount online transactions,1233,60344205,0,SUCCEEDED,63807930-a598-45a3-9a47-e5de521060a3
baseline,transactions_baseline,3,Q07,Region comparison for utilities spend,963,20835443,0,SUCCEEDED,7c11672e-2e13-456f-8cae-6a468fd0755f
baseline,transactions_baseline,3,Q08,Customer segmentation by account age (healthcare),1069,27771307,0,SUCCEEDED,b8a68c93-9ba7-4eeb-974f-18b52003b201
baseline,transactions_baseline,3,Q09,Currency distribution for entertainment,855,20204337,0,SUCCEEDED,0dc745ae-8114-40a5-87e6-07e7750b930f
baseline,transactions_baseline,3,Q10,Top merchants by transaction volume (groceries),1001,31282317,0,SUCCEEDED,e7b45362-9741-4082-88c3-a996708c0379
baseline,transactions_baseline,3,Q11,Multi-category fraud pattern,1157,4678248,0,SUCCEEDED,7e660fba-d98e-4fbe-8dbe-ef0c2019f753
baseline,transactions_baseline,3,Q12,ATM transaction analysis,1262,22118157,0,SUCCEEDED,2e9382c0-b1ae-4d6e-bf0a-b63dce821449
baseline,transactions_baseline,3,Q13,High-value customer analysis (travel + healthcare),1329,58404312,0,SUCCEEDED,02512648-256d-4d19-bc65-03a3ddfbacff
baseline,transactions_baseline,3,Q14,Daily transaction trend for online category,,,,ERROR,
baseline,transactions_baseline,3,Q15,Prepaid card usage patterns,1523,20210760,0,SUCCEEDED,7bcd994b-effa-4852-97f3-264393693267
baseline,transactions_baseline,3,Q16,Cross-region spend comparison (entertainment),1987,60313187,0,SUCCEEDED,585051fa-f217-4302-b155-6e00f15168ec
baseline,transactions_baseline,3,Q17,Fraud risk score by channel (financial category),980,4047677,0,SUCCEEDED,b2c0d9f6-a7c8-4454-8ddd-e0b2203147aa
baseline,transactions_baseline,3,Q18,EUR transactions analysis,1047,20208207,0,SUCCEEDED,44f4dff3-ec23-47f4-998a-37bc51027064
baseline,transactions_baseline,3,Q19,New customer transaction patterns,2056,30365475,0,SUCCEEDED,59243ba1-0b66-4eb8-a6b2-47d5ccc96f55
baseline,transactions_baseline,3,Q20,Large transaction fraud check (multi-category),1388,26699028,0,SUCCEEDED,5c58bb4d-0f0d-45e8-93f7-665bd8fb4ae6
baseline,transactions_baseline,3,Q21,Monthly fraud trend (dining),,,,ERROR,
baseline,transactions_baseline,3,Q22,AP region high-value retail,6575,67737549,0,SUCCEEDED,c401f970-2d31-42ac-a949-38050a73564f
baseline,transactions_baseline,3,Q23,Channel efficiency for groceries,,,,ERROR,
baseline,transactions_baseline,3,Q24,Debit card category spend distribution,887,20198850,0,SUCCEEDED,67d3050f-474f-4fba-8ef1-ecdb9c7d64ae
baseline,transactions_baseline,3,Q25,"Combined fraud and spend summary (all categories, for baseline comparison)",1308,19133470,0,SUCCEEDED,93178033-77f5-4fb1-a2f3-7fb13ac37ce7
